,EXPOCODE,SECT_ID,STNNBR,CASTNO,SAMPNO,BTLNBR,BLTNBR_FLAG_W,DATE,TIME,LATITUDE,LONGITUDE,DEPTH,CTDPRS,CTDTMP,CTDSAL,CTDSAL_FLAG_W,SALNTY,SALNTY_FLAG_W,CTDOXY,CTDOXY_FLAG_W,OXYGEN,OXYGEN_FLAG_W,SILCAT,SILCAT_FLAG_W,NO2+NO3,NO2+NO3_FLAG_W,PHSPHT,PHSPHT_FLAG_W,CTDFLUORO,CTDFLUORO_FLAG_W,CTDPAR,CTDPAR_FLAG_W,CTDTRANS,CTDTRANS_FLAG_W,AMMONIA,AMMONIA_FLAG_W,NITRIT,NITRIT_FLAG_W
74,  09AR20070117,  SR03,8.0,1.0,22.0,22.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.6,  13.1306,  34.6802,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.195,2.0,0.992,2.0,0.895,2.0,  -999.00,9.0,  -999.00,9.0
75,  09AR20070117,  SR03,8.0,1.0,21.0,21.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.6,  13.1307,  34.6802,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.935,2.0,0.9359999999999999,2.0,0.899,2.0,  -999.00,9.0,  -999.00,9.0
76,  09AR20070117,  SR03,8.0,1.0,20.0,20.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.5,  13.1306,  34.6803,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.133,2.0,0.988,2.0,0.898,2.0,  -999.00,9.0,  -999.00,9.0
77,  09AR20070117,  SR03,8.0,1.0,19.0,19.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.7,  13.1304,  34.6804,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.3069999999999995,2.0,0.9690000000000001,2.0,0.899,2.0,  -999.00,9.0,  -999.00,9.0
78,  09AR20070117,  SR03,8.0,1.0,18.0,18.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.7,  13.1301,  34.6804,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.363,2.0,0.9670000000000001,2.0,0.897,2.0,  -999.00,9.0,  -999.00,9.0
79,  09AR20070117,  SR03,8.0,1.0,17.0,17.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.7,  13.1304,  34.6803,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.382,2.0,0.9009999999999999,2.0,0.893,2.0,  -999.00,9.0,  -999.00,9.0
80,  09AR20070117,  SR03,8.0,1.0,16.0,16.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.6,  13.1302,  34.6803,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.374,2.0,0.9159999999999999,2.0,0.895,2.0,  -999.00,9.0,  -999.00,9.0
81,  09AR20070117,  SR03,8.0,1.0,15.0,15.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.6,  13.1298,  34.6804,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.473,2.0,0.927,2.0,0.898,2.0,  -999.00,9.0,  -999.00,9.0
82,  09AR20070117,  SR03,8.0,1.0,14.0,14.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.5,  13.1306,  34.6804,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.352,2.0,0.91,2.0,0.897,2.0,  -999.00,9.0,  -999.00,9.0
83,  09AR20070117,  SR03,8.0,1.0,13.0,13.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.5,  13.1308,  34.6804,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.18,2.0,0.835,2.0,0.898,2.0,  -999.00,9.0,  -999.00,9.0
84,  09AR20070117,  SR03,8.0,1.0,12.0,12.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.4,  13.1325,  34.6802,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.266,2.0,0.868,2.0,0.895,2.0,  -999.00,9.0,  -999.00,9.0
85,  09AR20070117,  SR03,8.0,1.0,11.0,11.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      3.4,  13.1314,  34.6803,2.0,  34.6800,2.0,  -999.00,5.0,   283.40,2.0,      0.0,2.0,     4.12,2.0,     0.18,2.0,4.261,2.0,0.8640000000000001,2.0,0.898,2.0,     0.04,2.0,     0.10,2.0
86,  09AR20070117,  SR03,8.0,1.0,10.0,10.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      9.5,  13.1305,  34.6806,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.246,2.0,0.002,2.0,0.884,2.0,  -999.00,9.0,  -999.00,9.0
87,  09AR20070117,  SR03,8.0,1.0,9.0,9.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,      9.6,  13.1312,  34.6793,2.0,  34.6804,2.0,  -999.00,5.0,   282.91,2.0,      0.0,2.0,     3.90,2.0,     0.19,2.0,4.253,2.0,0.002,2.0,0.8809999999999999,2.0,     0.13,2.0,     0.07,2.0
88,  09AR20070117,  SR03,8.0,1.0,8.0,8.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     16.5,  13.1340,  34.6804,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.791,2.0,0.002,2.0,0.899,2.0,  -999.00,9.0,  -999.00,9.0
89,  09AR20070117,  SR03,8.0,1.0,7.0,7.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     16.3,  13.1336,  34.6803,2.0,  34.6804,2.0,  -999.00,5.0,   284.86,2.0,      0.0,2.0,     3.95,2.0,     0.19,2.0,4.178,2.0,0.002,2.0,0.898,2.0,     0.02,2.0,     0.07,2.0
90,  09AR20070117,  SR03,8.0,1.0,6.0,6.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     25.1,  12.6666,  34.6983,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.5869999999999997,2.0,0.002,2.0,0.93,2.0,  -999.00,9.0,  -999.00,9.0
91,  09AR20070117,  SR03,8.0,1.0,5.0,5.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     24.9,  12.6620,  34.6982,2.0,  34.6977,2.0,  -999.00,5.0,   278.59,2.0,      0.1,2.0,     4.94,2.0,     0.32,2.0,3.463,2.0,0.002,2.0,0.9309999999999999,2.0,     0.12,2.0,     0.09,2.0
92,  09AR20070117,  SR03,8.0,1.0,4.0,4.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     38.0,  12.3006,  34.7015,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.14,2.0,0.002,2.0,0.9520000000000001,2.0,  -999.00,9.0,  -999.00,9.0
93,  09AR20070117,  SR03,8.0,1.0,3.0,3.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     37.7,  12.2865,  34.7016,2.0,  34.7005,2.0,  -999.00,5.0,   273.12,2.0,      0.1,2.0,     5.73,2.0,     0.50,2.0,2.024,2.0,0.002,2.0,0.951,2.0,     0.52,2.0,     0.09,2.0
94,  09AR20070117,  SR03,8.0,1.0,2.0,2.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     50.2,  11.1424,  34.6718,2.0,-999.0000,9.0,  -999.00,5.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.227,2.0,0.002,2.0,0.9620000000000001,2.0,  -999.00,9.0,  -999.00,9.0
95,  09AR20070117,  SR03,8.0,1.0,1.0,1.0,2.0,20070121.0,1535.0,-46.3157,140.6613,4500.0,     50.1,  11.1837,  34.6719,2.0,  34.6704,2.0,  -999.00,5.0,   276.38,2.0,      0.4,2.0,     7.35,2.0,     0.71,2.0,1.25,2.0,0.002,2.0,0.946,2.0,     1.04,2.0,     0.13,2.0
96,  09AR20070117,  SR03,9.0,1.0,24.0,24.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,      3.3,  13.0917,  34.6801,2.0,-999.0000,9.0,   282.16,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.8789999999999996,2.0,0.883,2.0,0.8959999999999999,2.0,  -999.00,9.0,  -999.00,9.0
97,  09AR20070117,  SR03,9.0,1.0,23.0,23.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,      3.4,  13.0920,  34.6801,2.0,-999.0000,9.0,   282.16,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.127,2.0,0.99,2.0,0.899,2.0,  -999.00,9.0,  -999.00,9.0
98,  09AR20070117,  SR03,9.0,1.0,22.0,22.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,      3.1,  13.0919,  34.6800,2.0,  34.6798,2.0,   282.16,2.0,   282.23,2.0,      0.0,2.0,     3.93,2.0,     0.19,2.0,4.2330000000000005,2.0,1.147,2.0,0.898,2.0,     0.06,2.0,  -999.00,9.0
99,  09AR20070117,  SR03,9.0,1.0,21.0,21.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,      3.1,  13.0919,  34.6800,2.0,-999.0000,9.0,   282.16,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.89,2.0,1.129,2.0,0.897,2.0,  -999.00,9.0,  -999.00,9.0
100,  09AR20070117,  SR03,9.0,1.0,20.0,20.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     10.2,  13.0749,  34.6808,2.0,-999.0000,9.0,   281.99,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.803,2.0,0.002,2.0,0.9009999999999999,2.0,  -999.00,9.0,  -999.00,9.0
101,  09AR20070117,  SR03,9.0,1.0,19.0,19.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,      9.9,  13.0890,  34.6802,2.0,-999.0000,9.0,   281.99,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.013,2.0,0.002,2.0,0.9,2.0,  -999.00,9.0,  -999.00,9.0
102,  09AR20070117,  SR03,9.0,1.0,18.0,18.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     10.1,  13.0884,  34.6799,2.0,  34.6802,2.0,   281.99,2.0,   282.23,2.0,      0.0,2.0,     3.90,2.0,     0.17,2.0,4.266,2.0,0.002,2.0,0.899,2.0,     0.06,2.0,  -999.00,9.0
103,  09AR20070117,  SR03,9.0,1.0,17.0,17.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     10.0,  13.0879,  34.6801,2.0,-999.0000,9.0,   281.99,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.033,2.0,0.002,2.0,0.9009999999999999,2.0,  -999.00,9.0,  -999.00,9.0
104,  09AR20070117,  SR03,9.0,1.0,16.0,16.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     17.2,  12.9185,  34.6876,2.0,-999.0000,9.0,   280.85,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.693,2.0,0.002,2.0,0.9059999999999999,2.0,  -999.00,9.0,  -999.00,9.0
105,  09AR20070117,  SR03,9.0,1.0,15.0,15.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     17.1,  12.9281,  34.6868,2.0,-999.0000,9.0,   280.85,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,4.37,2.0,0.002,2.0,0.9209999999999999,2.0,  -999.00,9.0,  -999.00,9.0
106,  09AR20070117,  SR03,9.0,1.0,14.0,14.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     17.2,  12.9317,  34.6866,2.0,  34.6865,2.0,   280.85,2.0,   281.83,2.0,      0.0,2.0,     4.19,2.0,     0.20,2.0,3.4330000000000003,2.0,0.002,2.0,0.902,2.0,     0.11,2.0,  -999.00,9.0
107,  09AR20070117,  SR03,9.0,1.0,13.0,13.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     17.0,  12.9378,  34.6866,2.0,-999.0000,9.0,   280.85,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.509,2.0,0.002,2.0,0.9179999999999999,2.0,  -999.00,9.0,  -999.00,9.0
108,  09AR20070117,  SR03,9.0,1.0,12.0,12.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     49.8,  11.7997,  34.6895,2.0,-999.0000,9.0,   272.42,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.7469999999999999,2.0,0.002,2.0,0.955,2.0,  -999.00,9.0,  -999.00,9.0
109,  09AR20070117,  SR03,9.0,1.0,11.0,11.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     49.6,  11.8405,  34.6900,2.0,-999.0000,9.0,   272.42,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.7690000000000001,2.0,0.002,2.0,0.951,2.0,  -999.00,9.0,  -999.00,9.0
110,  09AR20070117,  SR03,9.0,1.0,10.0,10.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     49.1,  11.8467,  34.6917,2.0,  34.6926,2.0,   272.42,2.0,   271.34,2.0,      0.3,2.0,     6.37,2.0,     0.60,2.0,1.601,2.0,0.002,2.0,0.9520000000000001,2.0,     1.08,2.0,  -999.00,9.0
111,  09AR20070117,  SR03,9.0,1.0,9.0,9.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     49.5,  11.7815,  34.6916,2.0,-999.0000,9.0,   272.42,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.5119999999999998,2.0,0.002,2.0,0.951,2.0,  -999.00,9.0,  -999.00,9.0
112,  09AR20070117,  SR03,9.0,1.0,8.0,8.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,     97.9,   9.8938,  34.6965,2.0,  34.6977,2.0,   269.14,2.0,   267.74,2.0,      2.4,2.0,    11.53,2.0,     0.82,2.0,0.121,2.0,0.002,2.0,0.976,2.0,     0.02,2.0,  -999.00,9.0
113,  09AR20070117,  SR03,9.0,1.0,7.0,7.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    149.5,   9.5501,  34.6832,2.0,  34.6816,2.0,   268.25,2.0,   268.22,2.0,      3.0,2.0,    12.40,2.0,     0.89,2.0,-0.013000000000000001,2.0,0.002,2.0,0.981,2.0,     0.03,2.0,  -999.00,9.0
114,  09AR20070117,  SR03,9.0,1.0,6.0,6.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    198.8,   9.3919,  34.6935,2.0,  34.6934,2.0,   267.12,2.0,   268.11,2.0,      3.5,2.0,    13.18,2.0,     0.99,2.0,0.0,2.0,0.002,2.0,0.98,2.0,     0.02,2.0,  -999.00,9.0
115,  09AR20070117,  SR03,9.0,1.0,5.0,5.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    298.4,   8.8582,  34.6032,2.0,  34.6038,2.0,   272.69,2.0,   272.59,2.0,      3.8,2.0,    14.00,2.0,     0.96,2.0,-0.027999999999999997,2.0,0.002,2.0,0.981,2.0,     0.10,2.0,  -999.00,9.0
116,  09AR20070117,  SR03,9.0,1.0,4.0,4.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    399.3,   8.6741,  34.5756,2.0,  34.5755,2.0,   272.87,2.0,   272.78,2.0,      4.0,2.0,    14.52,2.0,     1.00,2.0,-0.046,2.0,0.002,2.0,0.981,2.0,     0.08,2.0,  -999.00,9.0
117,  09AR20070117,  SR03,9.0,1.0,3.0,3.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    598.5,   8.3859,  34.5377,2.0,  34.5382,2.0,   263.88,2.0,   263.42,2.0,      5.1,2.0,    16.11,2.0,     1.12,2.0,-0.05,2.0,0.002,2.0,0.981,2.0,     0.11,2.0,  -999.00,9.0
118,  09AR20070117,  SR03,9.0,1.0,2.0,2.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    801.5,   7.2606,  34.4541,2.0,  34.4546,2.0,   218.70,2.0,   217.63,2.0,     13.0,2.0,    24.07,2.0,     1.48,2.0,-0.045,2.0,0.002,2.0,0.982,2.0,     0.06,2.0,  -999.00,9.0
119,  09AR20070117,  SR03,9.0,1.0,1.0,1.0,2.0,20070121.0,1737.0,-46.3178,140.6503,4500.0,    999.3,   5.3277,  34.3676,2.0,  34.3676,2.0,   204.25,2.0,   205.33,2.0,     25.9,2.0,    27.26,2.0,     1.87,2.0,-0.04,2.0,0.002,2.0,0.982,2.0,     0.04,2.0,  -999.00,9.0
120,  09AR20070117,  SR03,10.0,1.0,24.0,24.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,      8.5,  13.0640,  34.6891,2.0,-999.0000,9.0,   275.40,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.909,2.0,3.4560000000000004,2.0,0.924,2.0,  -999.00,9.0,  -999.00,9.0
121,  09AR20070117,  SR03,10.0,1.0,23.0,23.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,      8.3,  13.0875,  34.6894,2.0,  34.6893,2.0,   275.40,2.0,   276.67,2.0,      0.1,2.0,     4.36,2.0,     0.34,2.0,1.304,2.0,3.509,2.0,0.924,2.0,     0.13,2.0,     0.10,2.0
122,  09AR20070117,  SR03,10.0,1.0,22.0,22.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     20.7,  12.9054,  34.6877,2.0,-999.0000,9.0,   274.76,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.4669999999999999,2.0,2.987,2.0,0.929,2.0,  -999.00,9.0,  -999.00,9.0
123,  09AR20070117,  SR03,10.0,1.0,21.0,21.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     21.1,  12.8531,  34.6866,2.0,  34.6869,2.0,   274.73,2.0,   276.95,2.0,      0.2,2.0,     4.80,2.0,     0.42,2.0,1.31,2.0,2.965,2.0,0.9309999999999999,2.0,     0.19,2.0,     0.09,2.0
124,  09AR20070117,  SR03,10.0,1.0,20.0,20.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     38.4,  12.5502,  34.6931,2.0,-999.0000,9.0,   277.47,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,2.488,2.0,2.465,2.0,0.935,2.0,  -999.00,9.0,  -999.00,9.0
125,  09AR20070117,  SR03,10.0,1.0,19.0,19.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     38.6,  12.5500,  34.6918,2.0,  34.6871,2.0,   277.47,2.0,   277.81,2.0,      0.2,2.0,     5.23,2.0,     0.46,2.0,2.173,2.0,2.469,2.0,0.9390000000000001,2.0,     0.26,2.0,     0.12,2.0
126,  09AR20070117,  SR03,10.0,1.0,18.0,18.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     59.2,  11.0699,  34.7517,2.0,-999.0000,9.0,   276.46,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.9620000000000001,2.0,1.8630000000000002,2.0,0.966,2.0,  -999.00,9.0,  -999.00,9.0
127,  09AR20070117,  SR03,10.0,1.0,17.0,17.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     59.0,  11.0814,  34.7514,2.0,  34.7498,2.0,   275.21,2.0,   277.33,2.0,      0.8,2.0,     7.97,2.0,     0.66,2.0,0.873,2.0,1.8869999999999998,2.0,0.965,2.0,     1.01,2.0,     0.17,2.0
128,  09AR20070117,  SR03,10.0,1.0,16.0,16.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     79.7,  10.5294,  34.7480,2.0,-999.0000,9.0,   272.14,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.435,2.0,1.403,2.0,0.972,2.0,  -999.00,9.0,  -999.00,9.0
129,  09AR20070117,  SR03,10.0,1.0,15.0,15.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     78.9,  10.5445,  34.7495,2.0,  34.7498,2.0,   272.89,2.0,   271.75,2.0,      1.6,2.0,     9.86,2.0,     0.80,2.0,0.406,2.0,1.1159999999999999,2.0,0.973,2.0,     1.33,2.0,     0.27,2.0
130,  09AR20070117,  SR03,10.0,1.0,14.0,14.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     98.6,   9.5550,  34.6548,2.0,-999.0000,9.0,   268.34,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.078,2.0,0.9059999999999999,2.0,0.978,2.0,  -999.00,9.0,  -999.00,9.0
131,  09AR20070117,  SR03,10.0,1.0,13.0,13.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,     98.9,   9.5477,  34.6535,2.0,  34.6565,2.0,   268.34,2.0,   268.90,2.0,      2.8,2.0,    12.90,2.0,     0.89,2.0,0.084,2.0,0.975,2.0,0.978,2.0,     0.04,2.0,     0.18,2.0
132,  09AR20070117,  SR03,10.0,1.0,12.0,12.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    125.6,   9.3323,  34.6533,2.0,-999.0000,9.0,   266.90,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,0.018000000000000002,2.0,0.8009999999999999,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
133,  09AR20070117,  SR03,10.0,1.0,11.0,11.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    127.2,   9.3324,  34.6537,2.0,  34.6531,2.0,   267.21,2.0,   267.53,2.0,      3.3,2.0,    13.50,2.0,     0.93,2.0,0.006999999999999999,2.0,0.82,2.0,0.9790000000000001,2.0,     0.01,2.0,     0.03,2.0
134,  09AR20070117,  SR03,10.0,1.0,10.0,10.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    149.6,   9.2236,  34.6515,2.0,-999.0000,9.0,   268.62,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.008,2.0,0.51,2.0,0.978,2.0,  -999.00,9.0,  -999.00,9.0
135,  09AR20070117,  SR03,10.0,1.0,9.0,9.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    149.7,   9.2228,  34.6514,2.0,  34.6502,2.0,   268.62,2.0,   269.28,2.0,      3.5,2.0,    13.75,2.0,     0.95,2.0,0.021,2.0,0.486,2.0,0.9790000000000001,2.0,     0.01,2.0,     0.03,2.0
136,  09AR20070117,  SR03,10.0,1.0,8.0,8.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    176.4,   9.1111,  34.6388,2.0,-999.0000,9.0,   268.27,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.015,2.0,0.12,2.0,0.98,2.0,  -999.00,9.0,  -999.00,9.0
137,  09AR20070117,  SR03,10.0,1.0,7.0,7.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    175.8,   9.1132,  34.6390,2.0,  34.6386,2.0,   268.27,2.0,   269.08,2.0,      3.6,2.0,    14.01,2.0,     0.96,2.0,-0.024,2.0,0.135,2.0,0.98,2.0,     0.01,2.0,     0.02,2.0
138,  09AR20070117,  SR03,10.0,1.0,6.0,6.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    201.3,   9.0707,  34.6374,2.0,  34.6372,2.0,   268.15,2.0,   268.98,2.0,      3.7,2.0,    14.17,2.0,     0.97,2.0,-0.025,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.04,2.0
139,  09AR20070117,  SR03,10.0,1.0,5.0,5.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    248.9,   8.9792,  34.6277,2.0,  34.6272,2.0,   264.61,2.0,   263.72,2.0,      4.0,2.0,    14.84,2.0,     1.01,2.0,-0.03,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.02,2.0
140,  09AR20070117,  SR03,10.0,1.0,4.0,4.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    298.4,   8.8026,  34.5972,2.0,  34.5967,2.0,   266.37,2.0,   271.71,2.0,      3.8,2.0,    14.88,2.0,     1.01,2.0,-0.022000000000000002,2.0,0.002,2.0,0.98,2.0,     0.01,2.0,     0.02,2.0
141,  09AR20070117,  SR03,10.0,1.0,3.0,3.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    349.9,   8.7004,  34.5814,2.0,  34.5812,2.0,   273.09,2.0,   273.85,2.0,      3.8,2.0,    14.88,2.0,     1.01,2.0,-0.033,2.0,0.002,2.0,0.981,2.0,     0.00,2.0,     0.01,2.0
142,  09AR20070117,  SR03,10.0,1.0,2.0,2.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    402.5,   8.5990,  34.5650,2.0,-999.0000,9.0,   272.72,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.036000000000000004,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,  -999.00,9.0
143,  09AR20070117,  SR03,10.0,1.0,1.0,1.0,2.0,20070122.0,128.0,-46.3208,140.601,4400.0,    401.5,   8.6027,  34.5656,2.0,  34.5667,2.0,   272.72,2.0,   273.26,2.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,-0.037000000000000005,2.0,0.002,2.0,0.981,2.0,  -999.00,9.0,     0.02,2.0
144,  09AR20070117,  SR03,11.0,1.0,24.0,24.0,2.0,20070122.0,1035.0,-46.3217,140.6112,4300.0,     19.9,  13.0374,  34.7056,2.0,-999.0000,9.0,   276.39,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,3.437,2.0,0.002,2.0,0.912,2.0,  -999.00,9.0,  -999.00,9.0
145,  09AR20070117,  SR03,11.0,1.0,23.0,23.0,2.0,20070122.0,1035.0,-46.3217,140.6112,4300.0,     20.3,  13.0399,  34.7057,2.0,  34.7054,2.0,   276.39,2.0,   275.98,2.0,      0.1,2.0,     4.26,2.0,     0.42,2.0,3.8139999999999996,2.0,0.002,2.0,0.91,2.0,     0.23,2.0,     0.08,2.0
146,  09AR20070117,  SR03,11.0,1.0,22.0,22.0,2.0,20070122.0,1035.0,-46.3217,140.6112,4300.0,     51.1,  12.0547,  34.7211,2.0,-999.0000,9.0,   276.30,2.0,  -999.00,9.0,   -999.0,9.0,  -999.00,9.0,  -999.00,9.0,1.66,2.0,0.002,2.0,0.955,2.0,  -999.00,9.0,  -999.00,9.0
